Number of exaples: 800
LLM Samples, PP Samples, Pass Rate
1, 0, 0.0
1, 1, 0.37625
1, 2, 0.41625
1, 3, 0.42875
1, 4, 0.4325
1, 5, 0.43625
1, 6, 0.43875
1, 7, 0.44
1, 8, 0.44375
1, 9, 0.445
1, 10, 0.44625
1, 11, 0.44625
1, 12, 0.44625
1, 13, 0.44625
1, 14, 0.44625
1, 15, 0.4475
1, 16, 0.44875
1, 17, 0.45
1, 18, 0.45
1, 19, 0.45
1, 20, 0.45
1, 21, 0.45
1, 22, 0.45125
1, 23, 0.45125
1, 24, 0.4525
1, 25, 0.4525
1, 26, 0.4525
1, 27, 0.45375
1, 28, 0.45375
1, 29, 0.45375
1, 30, 0.45375
1, 31, 0.45375
1, 32, 0.455
1, 33, 0.455
1, 34, 0.45625
1, 35, 0.45625
1, 36, 0.45625
1, 37, 0.45625
1, 38, 0.45625
1, 39, 0.4575
1, 40, 0.4575
2, 0, 0.0
2, 1, 0.47875
2, 2, 0.51125
2, 3, 0.525
2, 4, 0.53
2, 5, 0.53625
2, 6, 0.5375
2, 7, 0.53875
2, 8, 0.54
2, 9, 0.54
2, 10, 0.54125
2, 11, 0.54125
2, 12, 0.54125
2, 13, 0.54125
2, 14, 0.54125
2, 15, 0.5425
2, 16, 0.5425
2, 17, 0.54375
2, 18, 0.54375
2, 19, 0.54375
2, 20, 0.54375
2, 21, 0.545
2, 22, 0.54625
2, 23, 0.54625
2, 24, 0.5475
2, 25, 0.5475
2, 26, 0.5475
2, 27, 0.54875
2, 28, 0.54875
2, 29, 0.54875
2, 30, 0.54875
2, 31, 0.54875
2, 32, 0.55
2, 33, 0.55
2, 34, 0.55125
2, 35, 0.55125
2, 36, 0.55125
2, 37, 0.5525
2, 38, 0.5525
2, 39, 0.555
2, 40, 0.555
3, 0, 0.0
3, 1, 0.54375
3, 2, 0.57375
3, 3, 0.59
3, 4, 0.595
3, 5, 0.6
3, 6, 0.6025
3, 7, 0.6025
3, 8, 0.605
3, 9, 0.605
3, 10, 0.6075
3, 11, 0.6075
3, 12, 0.6075
3, 13, 0.6075
3, 14, 0.60875
3, 15, 0.61125
3, 16, 0.6125
3, 17, 0.61375
3, 18, 0.61375
3, 19, 0.61375
3, 20, 0.61375
3, 21, 0.615
3, 22, 0.615
3, 23, 0.615
3, 24, 0.61625
3, 25, 0.61625
3, 26, 0.61625
3, 27, 0.61625
3, 28, 0.61625
3, 29, 0.61625
3, 30, 0.61625
3, 31, 0.61625
3, 32, 0.6175
3, 33, 0.6175
3, 34, 0.61875
3, 35, 0.61875
3, 36, 0.61875
3, 37, 0.62
3, 38, 0.62
3, 39, 0.62125
3, 40, 0.62125
4, 0, 0.0
4, 1, 0.5775
4, 2, 0.605
4, 3, 0.62
4, 4, 0.62375
4, 5, 0.62875
4, 6, 0.63375
4, 7, 0.63375
4, 8, 0.6375
4, 9, 0.6375
4, 10, 0.64
4, 11, 0.64
4, 12, 0.64
4, 13, 0.64
4, 14, 0.64125
4, 15, 0.6425
4, 16, 0.64375
4, 17, 0.64625
4, 18, 0.64625
4, 19, 0.64625
4, 20, 0.64625
4, 21, 0.64625
4, 22, 0.64625
4, 23, 0.64625
4, 24, 0.64625
4, 25, 0.64625
4, 26, 0.64625
4, 27, 0.64625
4, 28, 0.64625
4, 29, 0.64625
4, 30, 0.64625
4, 31, 0.64625
4, 32, 0.6475
4, 33, 0.6475
4, 34, 0.64875
4, 35, 0.64875
4, 36, 0.64875
4, 37, 0.65
4, 38, 0.65
4, 39, 0.65125
4, 40, 0.65125
5, 0, 0.0
5, 1, 0.605
5, 2, 0.6375
5, 3, 0.65125
5, 4, 0.655
5, 5, 0.66
5, 6, 0.665
5, 7, 0.665
5, 8, 0.6675
5, 9, 0.6675
5, 10, 0.66875
5, 11, 0.66875
5, 12, 0.66875
5, 13, 0.67
5, 14, 0.6725
5, 15, 0.67375
5, 16, 0.675
5, 17, 0.6775
5, 18, 0.6775
5, 19, 0.6775
