Number of exaples: 800
LLM Samples, PP Samples, Pass Rate
1, 0, 0.0
1, 1, 0.3875
1, 2, 0.4225
1, 3, 0.4325
1, 4, 0.43375
1, 5, 0.4375
1, 6, 0.44375
1, 7, 0.4475
1, 8, 0.45
1, 9, 0.45
1, 10, 0.45
1, 11, 0.45
1, 12, 0.45125
1, 13, 0.45375
1, 14, 0.45375
1, 15, 0.45375
1, 16, 0.45375
1, 17, 0.455
1, 18, 0.45625
1, 19, 0.45625
1, 20, 0.45625
1, 21, 0.4575
1, 22, 0.4575
1, 23, 0.4575
1, 24, 0.4575
1, 25, 0.45875
1, 26, 0.46
1, 27, 0.46125
1, 28, 0.46125
1, 29, 0.46125
1, 30, 0.46375
1, 31, 0.46375
1, 32, 0.465
1, 33, 0.465
1, 34, 0.465
1, 35, 0.465
1, 36, 0.465
1, 37, 0.465
1, 38, 0.465
1, 39, 0.465
1, 40, 0.46625
2, 0, 0.0
2, 1, 0.48375
2, 2, 0.52375
2, 3, 0.53875
2, 4, 0.545
2, 5, 0.545
2, 6, 0.54625
2, 7, 0.55
2, 8, 0.55
2, 9, 0.55
2, 10, 0.55
2, 11, 0.55125
2, 12, 0.55125
2, 13, 0.5525
2, 14, 0.5525
2, 15, 0.55375
2, 16, 0.55375
2, 17, 0.55375
2, 18, 0.555
2, 19, 0.555
2, 20, 0.555
2, 21, 0.5575
2, 22, 0.5575
2, 23, 0.5575
2, 24, 0.5575
2, 25, 0.5575
2, 26, 0.55875
2, 27, 0.56
2, 28, 0.56125
2, 29, 0.56125
2, 30, 0.56125
2, 31, 0.56125
2, 32, 0.5625
2, 33, 0.5625
2, 34, 0.5625
2, 35, 0.5625
2, 36, 0.5625
2, 37, 0.5625
2, 38, 0.5625
2, 39, 0.5625
2, 40, 0.5625
3, 0, 0.0
3, 1, 0.5325
3, 2, 0.5675
3, 3, 0.58125
3, 4, 0.5875
3, 5, 0.5875
3, 6, 0.58875
3, 7, 0.58875
3, 8, 0.58875
3, 9, 0.58875
3, 10, 0.58875
3, 11, 0.59
3, 12, 0.59125
3, 13, 0.59125
3, 14, 0.5925
3, 15, 0.59375
3, 16, 0.59375
3, 17, 0.59375
3, 18, 0.595
3, 19, 0.595
3, 20, 0.595
3, 21, 0.5975
3, 22, 0.5975
3, 23, 0.5975
3, 24, 0.59875
3, 25, 0.59875
3, 26, 0.6
3, 27, 0.6
3, 28, 0.60125
3, 29, 0.60125
3, 30, 0.60125
3, 31, 0.60125
3, 32, 0.6025
3, 33, 0.6025
3, 34, 0.6025
3, 35, 0.6025
3, 36, 0.6025
3, 37, 0.6025
3, 38, 0.6025
3, 39, 0.6025
3, 40, 0.6025
4, 0, 0.0
4, 1, 0.58
4, 2, 0.615
4, 3, 0.625
4, 4, 0.63125
4, 5, 0.63125
4, 6, 0.6325
4, 7, 0.6325
4, 8, 0.63375
4, 9, 0.63375
4, 10, 0.63375
4, 11, 0.635
4, 12, 0.63625
4, 13, 0.63625
4, 14, 0.6375
4, 15, 0.63875
4, 16, 0.63875
4, 17, 0.64
4, 18, 0.64125
4, 19, 0.64125
4, 20, 0.64125
4, 21, 0.6425
4, 22, 0.6425
4, 23, 0.6425
4, 24, 0.6425
4, 25, 0.6425
4, 26, 0.64375
4, 27, 0.64375
4, 28, 0.64375
4, 29, 0.64375
4, 30, 0.64375
4, 31, 0.64375
4, 32, 0.645
4, 33, 0.645
4, 34, 0.645
4, 35, 0.645
4, 36, 0.645
4, 37, 0.645
4, 38, 0.645
4, 39, 0.645
4, 40, 0.645
5, 0, 0.0
5, 1, 0.59875
5, 2, 0.63375
5, 3, 0.64
5, 4, 0.64625
5, 5, 0.64625
5, 6, 0.64625
5, 7, 0.64625
5, 8, 0.6475
5, 9, 0.6475
5, 10, 0.6475
5, 11, 0.64875
5, 12, 0.65
5, 13, 0.65
5, 14, 0.65
5, 15, 0.65125
5, 16, 0.65125
5, 17, 0.6525
5, 18, 0.65375
5, 19, 0.655
5, 20, 0.65625
5, 21, 0.6575
5, 22, 0.6575
5, 23, 0.6575
5, 24, 0.6575
5, 25, 0.6575
5, 26, 0.6575
5, 27, 0.6575
5, 28, 0.6575
5, 29, 0.6575
5, 30, 0.6575
5, 31, 0.6575
5, 32, 0.65875
5, 33, 0.65875
5, 34, 0.65875
5, 35, 0.65875
5, 36, 0.65875
5, 37, 0.65875
5, 38, 0.65875
5, 39, 0.65875
5, 40, 0.65875
6, 0, 0.0
6, 1, 0.6175
6, 2, 0.65375
6, 3, 0.65875
6, 4, 0.66
6, 5, 0.66
6, 6, 0.66
6, 7, 0.66
6, 8, 0.66
6, 9, 0.66
6, 10, 0.66125
6, 11, 0.6625
6, 12, 0.66375
6, 13, 0.66375
6, 14, 0.66375
6, 15, 0.665
6, 16, 0.665
6, 17, 0.66625
6, 18, 0.6675
6, 19, 0.66875
6, 20, 0.67
6, 21, 0.67125
6, 22, 0.67125
6, 23, 0.67125
6, 24, 0.67125
6, 25, 0.67125
6, 26, 0.67125
6, 27, 0.67125
6, 28, 0.67125
6, 29, 0.67125
6, 30, 0.67125
6, 31, 0.67125
6, 32, 0.6725
6, 33, 0.6725
6, 34, 0.6725
6, 35, 0.6725
6, 36, 0.6725
6, 37, 0.6725
6, 38, 0.6725
6, 39, 0.6725
6, 40, 0.6725
7, 0, 0.0
7, 1, 0.6375
7, 2, 0.67125
7, 3, 0.6775
7, 4, 0.67875
7, 5, 0.67875
7, 6, 0.67875
7, 7, 0.67875
7, 8, 0.67875
7, 9, 0.67875
7, 10, 0.68
7, 11, 0.68125
7, 12, 0.6825
7, 13, 0.6825
7, 14, 0.6825
7, 15, 0.68375
7, 16, 0.68375
7, 17, 0.685
7, 18, 0.68625
7, 19, 0.6875
7, 20, 0.68875
7, 21, 0.69
7, 22, 0.69
7, 23, 0.69
7, 24, 0.69
7, 25, 0.69
7, 26, 0.69
7, 27, 0.69
7, 28, 0.69
7, 29, 0.69
7, 30, 0.69
7, 31, 0.69
7, 32, 0.69125
7, 33, 0.69125
7, 34, 0.69125
7, 35, 0.69125
7, 36, 0.69125
7, 37, 0.69125
7, 38, 0.69125
7, 39, 0.69125
7, 40, 0.69125
8, 0, 0.0
8, 1, 0.66125
8, 2, 0.6875
8, 3, 0.69375
8, 4, 0.695
8, 5, 0.695
8, 6, 0.695
8, 7, 0.695
8, 8, 0.695
8, 9, 0.695
8, 10, 0.69625
8, 11, 0.6975
8, 12, 0.69875
8, 13, 0.69875
8, 14, 0.69875
8, 15, 0.7
8, 16, 0.7
8, 17, 0.70125
8, 18, 0.7025
8, 19, 0.70375
8, 20, 0.705
8, 21, 0.705
8, 22, 0.705
8, 23, 0.705
8, 24, 0.705
8, 25, 0.705
8, 26, 0.705
8, 27, 0.705
8, 28, 0.705
8, 29, 0.705
8, 30, 0.705
8, 31, 0.705
8, 32, 0.70625
8, 33, 0.70625
8, 34, 0.70625
8, 35, 0.70625
8, 36, 0.70625
8, 37, 0.70625
8, 38, 0.70625
8, 39, 0.70625
8, 40, 0.70625
9, 0, 0.0
9, 1, 0.67
9, 2, 0.69875
9, 3, 0.705
9, 4, 0.70625
9, 5, 0.70625
9, 6, 0.70625
9, 7, 0.70625
9, 8, 0.70625
9, 9, 0.70625
9, 10, 0.7075
9, 11, 0.70875
9, 12, 0.71
9, 13, 0.71
9, 14, 0.71
9, 15, 0.71125
9, 16, 0.71125
9, 17, 0.7125
9, 18, 0.71375
9, 19, 0.715
9, 20, 0.71625
9, 21, 0.71625
9, 22, 0.71625
9, 23, 0.71625
9, 24, 0.71625
9, 25, 0.71625
9, 26, 0.71625
