Number of exaples: 800
LLM Samples, PP Samples, Pass Rate
1, 0, 0.0
1, 1, 0.39625
1, 2, 0.43
1, 3, 0.43875
1, 4, 0.44875
1, 5, 0.45375
1, 6, 0.45375
1, 7, 0.455
1, 8, 0.455
1, 9, 0.45625
1, 10, 0.45875
1, 11, 0.46
1, 12, 0.46
1, 13, 0.46
1, 14, 0.46
1, 15, 0.46
1, 16, 0.4625
1, 17, 0.46375
1, 18, 0.46375
1, 19, 0.46375
1, 20, 0.46375
1, 21, 0.46375
1, 22, 0.46375
1, 23, 0.46375
1, 24, 0.46375
1, 25, 0.465
1, 26, 0.4675
1, 27, 0.4675
1, 28, 0.4675
1, 29, 0.46875
1, 30, 0.46875
1, 31, 0.47
1, 32, 0.47
1, 33, 0.47
1, 34, 0.47125
1, 35, 0.47125
1, 36, 0.47125
1, 37, 0.47125
1, 38, 0.47125
1, 39, 0.47125
1, 40, 0.47125
2, 0, 0.0
2, 1, 0.4975
2, 2, 0.53625
2, 3, 0.54875
2, 4, 0.555
2, 5, 0.5575
2, 6, 0.5575
2, 7, 0.5575
2, 8, 0.5575
2, 9, 0.56
2, 10, 0.56125
2, 11, 0.5625
2, 12, 0.5625
2, 13, 0.5625
2, 14, 0.5625
2, 15, 0.5625
2, 16, 0.565
2, 17, 0.565
2, 18, 0.565
2, 19, 0.565
2, 20, 0.565
2, 21, 0.565
2, 22, 0.56625
2, 23, 0.56625
2, 24, 0.56625
2, 25, 0.56625
2, 26, 0.5675
2, 27, 0.5675
2, 28, 0.5675
2, 29, 0.56875
2, 30, 0.56875
2, 31, 0.56875
2, 32, 0.56875
2, 33, 0.56875
2, 34, 0.56875
2, 35, 0.56875
2, 36, 0.56875
2, 37, 0.56875
2, 38, 0.56875
2, 39, 0.56875
2, 40, 0.56875
3, 0, 0.0
3, 1, 0.54625
3, 2, 0.59
3, 3, 0.5975
3, 4, 0.6025
3, 5, 0.605
3, 6, 0.605
3, 7, 0.60625
3, 8, 0.60625
3, 9, 0.6075
3, 10, 0.60875
3, 11, 0.60875
3, 12, 0.60875
3, 13, 0.60875
3, 14, 0.60875
3, 15, 0.60875
3, 16, 0.61125
3, 17, 0.61125
3, 18, 0.61125
3, 19, 0.61125
3, 20, 0.61125
3, 21, 0.61125
3, 22, 0.6125
3, 23, 0.6125
3, 24, 0.6125
3, 25, 0.6125
3, 26, 0.61375
3, 27, 0.61375
3, 28, 0.61375
3, 29, 0.61375
3, 30, 0.61375
3, 31, 0.61375
3, 32, 0.61375
3, 33, 0.61375
3, 34, 0.61375
3, 35, 0.61375
3, 36, 0.61375
3, 37, 0.61375
3, 38, 0.615
3, 39, 0.615
3, 40, 0.615
4, 0, 0.0
4, 1, 0.58
4, 2, 0.62125
4, 3, 0.62625
4, 4, 0.63125
4, 5, 0.63375
4, 6, 0.63375
4, 7, 0.635
4, 8, 0.635
4, 9, 0.63625
4, 10, 0.6375
4, 11, 0.6375
4, 12, 0.6375
4, 13, 0.6375
4, 14, 0.6375
4, 15, 0.63875
4, 16, 0.64
4, 17, 0.64
4, 18, 0.64
4, 19, 0.64
4, 20, 0.64
4, 21, 0.64
