Number of exaples: 800
LLM Samples, PP Samples, Pass Rate
1, 0, 0.0
1, 1, 0.38875
1, 2, 0.42875
1, 3, 0.43875
1, 4, 0.44625
1, 5, 0.4475
1, 6, 0.4475
1, 7, 0.44875
1, 8, 0.45125
1, 9, 0.45125
1, 10, 0.45125
1, 11, 0.4525
1, 12, 0.45625
1, 13, 0.45625
1, 14, 0.45625
1, 15, 0.4575
1, 16, 0.4575
1, 17, 0.4575
1, 18, 0.46
1, 19, 0.46125
1, 20, 0.46125
1, 21, 0.46125
1, 22, 0.46125
1, 23, 0.46125
1, 24, 0.46125
1, 25, 0.4625
1, 26, 0.4625
1, 27, 0.4625
1, 28, 0.4625
1, 29, 0.4625
1, 30, 0.4625
1, 31, 0.4625
1, 32, 0.4625
1, 33, 0.4625
1, 34, 0.4625
1, 35, 0.4625
1, 36, 0.46375
1, 37, 0.46375
1, 38, 0.46375
1, 39, 0.46375
1, 40, 0.46375
2, 0, 0.0
2, 1, 0.49375
2, 2, 0.52625
2, 3, 0.535
2, 4, 0.54
2, 5, 0.5425
2, 6, 0.545
2, 7, 0.54625
2, 8, 0.5475
2, 9, 0.54875
2, 10, 0.5525
2, 11, 0.5525
2, 12, 0.55625
2, 13, 0.55875
2, 14, 0.56
2, 15, 0.56125
2, 16, 0.56125
2, 17, 0.56125
2, 18, 0.56125
2, 19, 0.56125
2, 20, 0.56125
2, 21, 0.56125
2, 22, 0.56125
2, 23, 0.56125
2, 24, 0.56125
2, 25, 0.5625
2, 26, 0.5625
2, 27, 0.5625
2, 28, 0.5625
2, 29, 0.5625
2, 30, 0.5625
2, 31, 0.5625
2, 32, 0.5625
2, 33, 0.5625
2, 34, 0.5625
2, 35, 0.5625
2, 36, 0.56375
2, 37, 0.56375
2, 38, 0.56375
2, 39, 0.56375
2, 40, 0.56375
3, 0, 0.0
3, 1, 0.54875
3, 2, 0.58375
3, 3, 0.59625
3, 4, 0.6025
3, 5, 0.60375
3, 6, 0.605
3, 7, 0.605
3, 8, 0.605
3, 9, 0.60625
3, 10, 0.6075
3, 11, 0.6075
3, 12, 0.61
3, 13, 0.61
3, 14, 0.61
3, 15, 0.61125
3, 16, 0.61125
3, 17, 0.61125
3, 18, 0.61125
3, 19, 0.61125
3, 20, 0.61125
3, 21, 0.6125
3, 22, 0.6125
3, 23, 0.6125
3, 24, 0.6125
3, 25, 0.61375
3, 26, 0.61375
3, 27, 0.61375
3, 28, 0.61375
3, 29, 0.61375
3, 30, 0.61375
3, 31, 0.61375
3, 32, 0.61375
3, 33, 0.61375
3, 34, 0.61375
3, 35, 0.61375
3, 36, 0.615
3, 37, 0.615
3, 38, 0.615
3, 39, 0.615
3, 40, 0.615
