Number of exaples: 800
LLM Samples, PP Samples, Pass Rate
1, 0, 0.0
1, 1, 0.37625
1, 2, 0.405
1, 3, 0.4125
1, 4, 0.42
1, 5, 0.42125
1, 6, 0.42375
1, 7, 0.4275
1, 8, 0.43
1, 9, 0.43
1, 10, 0.43375
1, 11, 0.43375
1, 12, 0.43375
1, 13, 0.43375
1, 14, 0.435
1, 15, 0.43625
1, 16, 0.4375
1, 17, 0.43875
1, 18, 0.43875
1, 19, 0.43875
1, 20, 0.44
1, 21, 0.44
1, 22, 0.44
1, 23, 0.44
1, 24, 0.44
1, 25, 0.44125
1, 26, 0.44125
1, 27, 0.44125
1, 28, 0.44125
1, 29, 0.44125
1, 30, 0.44125
1, 31, 0.44125
1, 32, 0.44125
1, 33, 0.44125
1, 34, 0.44125
1, 35, 0.44125
1, 36, 0.44125
1, 37, 0.44125
1, 38, 0.44125
1, 39, 0.44125
1, 40, 0.44125
2, 0, 0.0
2, 1, 0.47625
2, 2, 0.515
2, 3, 0.52125
2, 4, 0.52625
2, 5, 0.52875
2, 6, 0.53125
2, 7, 0.53375
2, 8, 0.535
2, 9, 0.535
2, 10, 0.53625
2, 11, 0.54
2, 12, 0.54
2, 13, 0.54
2, 14, 0.54125
2, 15, 0.5425
2, 16, 0.54375
2, 17, 0.545
2, 18, 0.545
2, 19, 0.545
2, 20, 0.545
2, 21, 0.545
2, 22, 0.545
2, 23, 0.54625
2, 24, 0.54625
2, 25, 0.5475
2, 26, 0.5475
2, 27, 0.5475
2, 28, 0.5475
2, 29, 0.5475
2, 30, 0.5475
2, 31, 0.5475
2, 32, 0.5475
2, 33, 0.5475
2, 34, 0.5475
2, 35, 0.5475
2, 36, 0.5475
2, 37, 0.5475
2, 38, 0.5475
2, 39, 0.5475
2, 40, 0.5475
3, 0, 0.0
3, 1, 0.525
3, 2, 0.56125
3, 3, 0.5675
3, 4, 0.5725
3, 5, 0.575
3, 6, 0.58
3, 7, 0.58
3, 8, 0.58125
3, 9, 0.5825
3, 10, 0.58375
3, 11, 0.5875
3, 12, 0.5875
3, 13, 0.5875
3, 14, 0.58875
3, 15, 0.58875
3, 16, 0.59
3, 17, 0.5925
3, 18, 0.5925
3, 19, 0.5925
3, 20, 0.59375
3, 21, 0.59375
3, 22, 0.59375
3, 23, 0.595
3, 24, 0.595
3, 25, 0.59625
3, 26, 0.59625
3, 27, 0.59625
3, 28, 0.59625
3, 29, 0.59625
3, 30, 0.59625
3, 31, 0.59625
3, 32, 0.59625
3, 33, 0.59625
3, 34, 0.59625
3, 35, 0.59625
3, 36, 0.59625
3, 37, 0.59625
3, 38, 0.59625
3, 39, 0.59625
3, 40, 0.59625
4, 0, 0.0
4, 1, 0.56625
4, 2, 0.6025
4, 3, 0.6075
4, 4, 0.6125
4, 5, 0.615
4, 6, 0.62125
4, 7, 0.62125
4, 8, 0.6225
4, 9, 0.62375
4, 10, 0.625
4, 11, 0.6275
4, 12, 0.6275
4, 13, 0.6275
4, 14, 0.62875
4, 15, 0.62875
4, 16, 0.63
4, 17, 0.6325
4, 18, 0.6325
4, 19, 0.6325
4, 20, 0.635
4, 21, 0.635
4, 22, 0.635
4, 23, 0.63625
4, 24, 0.63625
4, 25, 0.6375
4, 26, 0.6375
4, 27, 0.6375
4, 28, 0.6375
4, 29, 0.6375
4, 30, 0.6375
4, 31, 0.6375
4, 32, 0.6375
4, 33, 0.6375
4, 34, 0.63875
4, 35, 0.63875
4, 36, 0.63875
4, 37, 0.63875
4, 38, 0.63875
4, 39, 0.63875
4, 40, 0.63875
5, 0, 0.0
5, 1, 0.60375
5, 2, 0.6375
5, 3, 0.64125
5, 4, 0.64375
5, 5, 0.645
5, 6, 0.6525
5, 7, 0.6525
5, 8, 0.655
5, 9, 0.655
5, 10, 0.655
5, 11, 0.6575
5, 12, 0.6575
5, 13, 0.6575
5, 14, 0.65875
5, 15, 0.65875
5, 16, 0.66125
5, 17, 0.6625
5, 18, 0.6625
5, 19, 0.6625
