Number of exaples: 800
LLM Samples, PP Samples, Pass Rate
1, 0, 0.0
1, 1, 0.27
1, 2, 0.30375
1, 3, 0.3125
1, 4, 0.31625
1, 5, 0.32125
1, 6, 0.32375
1, 7, 0.325
1, 8, 0.32625
1, 9, 0.33
1, 10, 0.33375
1, 11, 0.335
1, 12, 0.335
1, 13, 0.335
1, 14, 0.33625
1, 15, 0.33625
1, 16, 0.3375
1, 17, 0.3375
1, 18, 0.3375
1, 19, 0.3375
1, 20, 0.3375
1, 21, 0.3375
1, 22, 0.3375
1, 23, 0.3375
1, 24, 0.3375
1, 25, 0.3375
1, 26, 0.3375
1, 27, 0.3375
1, 28, 0.3375
1, 29, 0.33875
1, 30, 0.33875
1, 31, 0.34
1, 32, 0.34
1, 33, 0.34
1, 34, 0.34125
1, 35, 0.34125
1, 36, 0.34125
1, 37, 0.34125
1, 38, 0.34125
1, 39, 0.3425
1, 40, 0.34375
2, 0, 0.0
2, 1, 0.36625
2, 2, 0.40625
2, 3, 0.41875
2, 4, 0.42
2, 5, 0.4225
2, 6, 0.425
2, 7, 0.42625
2, 8, 0.42875
2, 9, 0.42875
2, 10, 0.4325
2, 11, 0.43375
2, 12, 0.43375
2, 13, 0.435
2, 14, 0.43875
2, 15, 0.43875
2, 16, 0.44125
2, 17, 0.44125
2, 18, 0.44125
2, 19, 0.44125
2, 20, 0.44125
2, 21, 0.44125
2, 22, 0.44125
2, 23, 0.44125
2, 24, 0.44125
2, 25, 0.44125
2, 26, 0.44125
2, 27, 0.44125
2, 28, 0.44125
2, 29, 0.44125
2, 30, 0.44125
2, 31, 0.4425
2, 32, 0.4425
2, 33, 0.4425
2, 34, 0.4425
2, 35, 0.4425
2, 36, 0.4425
2, 37, 0.4425
2, 38, 0.4425
2, 39, 0.4425
2, 40, 0.4425
3, 0, 0.0
3, 1, 0.42875
3, 2, 0.47125
3, 3, 0.48375
3, 4, 0.48625
3, 5, 0.48625
3, 6, 0.49
3, 7, 0.49125
3, 8, 0.4925
3, 9, 0.49375
3, 10, 0.49875
3, 11, 0.49875
3, 12, 0.49875
3, 13, 0.49875
3, 14, 0.5
3, 15, 0.5
3, 16, 0.50125
3, 17, 0.50125
3, 18, 0.50125
3, 19, 0.50125
3, 20, 0.5025
3, 21, 0.5025
3, 22, 0.5025
3, 23, 0.5025
3, 24, 0.5025
3, 25, 0.5025
3, 26, 0.5025
3, 27, 0.5025
3, 28, 0.5025
3, 29, 0.5025
3, 30, 0.5025
3, 31, 0.50375
3, 32, 0.50375
3, 33, 0.50375
3, 34, 0.50375
3, 35, 0.50375
3, 36, 0.50375
3, 37, 0.50375
3, 38, 0.50375
3, 39, 0.50375
3, 40, 0.50375
4, 0, 0.0
4, 1, 0.4525
4, 2, 0.4975
4, 3, 0.50875
4, 4, 0.51125
4, 5, 0.51125
4, 6, 0.5125
4, 7, 0.515
4, 8, 0.5175
4, 9, 0.52125
4, 10, 0.52125
4, 11, 0.5225
4, 12, 0.5225
4, 13, 0.5225
4, 14, 0.52375
4, 15, 0.52375
4, 16, 0.52375
4, 17, 0.525
4, 18, 0.525
4, 19, 0.525
4, 20, 0.5275
4, 21, 0.5275
4, 22, 0.5275
4, 23, 0.5275
4, 24, 0.5275
4, 25, 0.5275
4, 26, 0.5275
4, 27, 0.52875
4, 28, 0.52875
4, 29, 0.52875
4, 30, 0.52875
4, 31, 0.53
4, 32, 0.53
4, 33, 0.53
4, 34, 0.53
4, 35, 0.53
4, 36, 0.53
4, 37, 0.53
4, 38, 0.53
4, 39, 0.53
4, 40, 0.53
5, 0, 0.0
5, 1, 0.47
5, 2, 0.52375
5, 3, 0.5325
5, 4, 0.535
5, 5, 0.53625
5, 6, 0.5375
5, 7, 0.5375
5, 8, 0.53875
5, 9, 0.5425
5, 10, 0.5425
5, 11, 0.54375
5, 12, 0.54375
5, 13, 0.54375
5, 14, 0.54375
5, 15, 0.54375
5, 16, 0.54375
5, 17, 0.545
5, 18, 0.545
5, 19, 0.545
5, 20, 0.5475
5, 21, 0.5475
5, 22, 0.5475
5, 23, 0.5475
5, 24, 0.5475
5, 25, 0.5475
5, 26, 0.5475
5, 27, 0.54875
5, 28, 0.54875
5, 29, 0.54875
5, 30, 0.54875
5, 31, 0.55
5, 32, 0.55
5, 33, 0.55
5, 34, 0.55
5, 35, 0.55
5, 36, 0.55
5, 37, 0.55
5, 38, 0.55
5, 39, 0.55
5, 40, 0.55
6, 0, 0.0
6, 1, 0.50625
6, 2, 0.555
6, 3, 0.565
6, 4, 0.5675
6, 5, 0.56875
6, 6, 0.56875
6, 7, 0.56875
6, 8, 0.57125
6, 9, 0.575
6, 10, 0.575
6, 11, 0.57625
6, 12, 0.57625
6, 13, 0.57625
6, 14, 0.57625
6, 15, 0.57625
6, 16, 0.57625
6, 17, 0.57625
6, 18, 0.57625
6, 19, 0.57625
6, 20, 0.57875
6, 21, 0.57875
6, 22, 0.57875
6, 23, 0.57875
6, 24, 0.57875
6, 25, 0.57875
