Number of exaples: 800
LLM Samples, PP Samples, Pass Rate
1, 0, 0.0
1, 1, 0.28
1, 2, 0.325
1, 3, 0.33875
1, 4, 0.34
1, 5, 0.3425
1, 6, 0.3425
1, 7, 0.34625
1, 8, 0.34625
1, 9, 0.3475
1, 10, 0.35
1, 11, 0.35125
1, 12, 0.35125
1, 13, 0.3525
1, 14, 0.35375
1, 15, 0.35375
1, 16, 0.35625
1, 17, 0.35625
1, 18, 0.35625
1, 19, 0.35875
1, 20, 0.35875
1, 21, 0.35875
1, 22, 0.35875
1, 23, 0.35875
1, 24, 0.35875
1, 25, 0.36125
1, 26, 0.36125
1, 27, 0.36125
1, 28, 0.36125
1, 29, 0.36125
1, 30, 0.36125
1, 31, 0.36125
1, 32, 0.36125
1, 33, 0.36125
1, 34, 0.36125
1, 35, 0.36125
1, 36, 0.36125
1, 37, 0.36125
1, 38, 0.36125
1, 39, 0.36125
1, 40, 0.3625
2, 0, 0.0
2, 1, 0.365
2, 2, 0.42125
2, 3, 0.4325
2, 4, 0.43625
2, 5, 0.43875
2, 6, 0.43875
2, 7, 0.44125
2, 8, 0.4425
2, 9, 0.44375
2, 10, 0.445
2, 11, 0.4475
2, 12, 0.44875
2, 13, 0.44875
2, 14, 0.45125
2, 15, 0.45125
2, 16, 0.455
2, 17, 0.455
2, 18, 0.455
2, 19, 0.45625
2, 20, 0.4575
2, 21, 0.4575
2, 22, 0.45875
2, 23, 0.45875
2, 24, 0.45875
2, 25, 0.46
2, 26, 0.46
2, 27, 0.46
2, 28, 0.46
2, 29, 0.46
2, 30, 0.46125
2, 31, 0.46125
2, 32, 0.46125
2, 33, 0.46125
2, 34, 0.46125
2, 35, 0.46125
2, 36, 0.46125
2, 37, 0.4625
2, 38, 0.4625
2, 39, 0.4625
2, 40, 0.465
3, 0, 0.0
3, 1, 0.4125
3, 2, 0.47
3, 3, 0.475
3, 4, 0.48
3, 5, 0.48375
3, 6, 0.485
3, 7, 0.485
3, 8, 0.485
3, 9, 0.48625
3, 10, 0.4875
3, 11, 0.48875
3, 12, 0.49
3, 13, 0.49
3, 14, 0.4925
3, 15, 0.4925
3, 16, 0.49625
3, 17, 0.49625
3, 18, 0.49625
3, 19, 0.4975
3, 20, 0.49875
3, 21, 0.49875
3, 22, 0.5
3, 23, 0.5
3, 24, 0.5
3, 25, 0.50125
3, 26, 0.50125
3, 27, 0.50125
3, 28, 0.5025
3, 29, 0.5025
3, 30, 0.5025
3, 31, 0.5025
3, 32, 0.5025
3, 33, 0.5025
3, 34, 0.50375
3, 35, 0.50375
3, 36, 0.50375
3, 37, 0.50375
3, 38, 0.50375
3, 39, 0.50375
3, 40, 0.505
4, 0, 0.0
4, 1, 0.44375
4, 2, 0.50125
4, 3, 0.50875
4, 4, 0.515
4, 5, 0.51875
4, 6, 0.51875
4, 7, 0.52
4, 8, 0.52
4, 9, 0.52125
4, 10, 0.5225
4, 11, 0.525
4, 12, 0.52625
4, 13, 0.52625
4, 14, 0.52625
4, 15, 0.52625
4, 16, 0.53
4, 17, 0.53
4, 18, 0.53
4, 19, 0.5325
4, 20, 0.53375
4, 21, 0.53375
4, 22, 0.535
4, 23, 0.535
4, 24, 0.535
4, 25, 0.53625
4, 26, 0.53625
4, 27, 0.53625
4, 28, 0.5375
4, 29, 0.5375
4, 30, 0.5375
4, 31, 0.5375
4, 32, 0.5375
4, 33, 0.5375
4, 34, 0.53875
4, 35, 0.53875
4, 36, 0.53875
4, 37, 0.53875
4, 38, 0.53875
4, 39, 0.53875
4, 40, 0.54
5, 0, 0.0
5, 1, 0.4725
5, 2, 0.52875
5, 3, 0.53375
5, 4, 0.54
5, 5, 0.5475
5, 6, 0.5475
5, 7, 0.5475
5, 8, 0.5475
5, 9, 0.55
5, 10, 0.5525
