Number of exaples: 800
LLM Samples, PP Samples, Pass Rate
1, 0, 0.0
1, 1, 0.2675
1, 2, 0.31
1, 3, 0.315
1, 4, 0.32375
1, 5, 0.325
1, 6, 0.33375
1, 7, 0.335
1, 8, 0.33625
1, 9, 0.33875
1, 10, 0.34
1, 11, 0.34125
1, 12, 0.34625
1, 13, 0.3475
1, 14, 0.34875
1, 15, 0.35
1, 16, 0.35
1, 17, 0.3525
1, 18, 0.3525
1, 19, 0.3525
1, 20, 0.3525
1, 21, 0.3525
1, 22, 0.3525
1, 23, 0.3525
1, 24, 0.35375
1, 25, 0.35375
1, 26, 0.35375
1, 27, 0.35375
1, 28, 0.35375
1, 29, 0.355
1, 30, 0.355
1, 31, 0.355
1, 32, 0.355
1, 33, 0.35625
1, 34, 0.3575
1, 35, 0.3575
1, 36, 0.3575
1, 37, 0.3575
1, 38, 0.3575
1, 39, 0.3575
1, 40, 0.35875
2, 0, 0.0
2, 1, 0.36125
2, 2, 0.4075
2, 3, 0.415
2, 4, 0.425
2, 5, 0.42875
2, 6, 0.4325
2, 7, 0.435
2, 8, 0.43625
2, 9, 0.43875
2, 10, 0.44125
2, 11, 0.44125
2, 12, 0.44375
2, 13, 0.445
2, 14, 0.445
2, 15, 0.44625
2, 16, 0.44625
2, 17, 0.44625
2, 18, 0.44625
2, 19, 0.4475
2, 20, 0.4475
2, 21, 0.44875
2, 22, 0.44875
2, 23, 0.44875
2, 24, 0.45
2, 25, 0.45
2, 26, 0.45125
2, 27, 0.45125
2, 28, 0.45125
2, 29, 0.4525
2, 30, 0.45375
2, 31, 0.45375
2, 32, 0.45375
2, 33, 0.45375
2, 34, 0.45375
2, 35, 0.45375
2, 36, 0.45375
2, 37, 0.45375
2, 38, 0.45375
2, 39, 0.45375
2, 40, 0.45375
3, 0, 0.0
3, 1, 0.425
3, 2, 0.46625
3, 3, 0.47625
3, 4, 0.4825
3, 5, 0.48875
3, 6, 0.49125
3, 7, 0.4925
3, 8, 0.4925
3, 9, 0.495
3, 10, 0.49875
3, 11, 0.49875
3, 12, 0.49875
3, 13, 0.5
3, 14, 0.5
3, 15, 0.50125
