Number of exaples: 800
LLM Samples, PP Samples, Pass Rate
1, 0, 0.0
1, 1, 0.25625
1, 2, 0.30875
1, 3, 0.3175
1, 4, 0.31875
1, 5, 0.3225
1, 6, 0.325
1, 7, 0.3275
1, 8, 0.33
1, 9, 0.3325
1, 10, 0.3325
1, 11, 0.33375
1, 12, 0.33375
1, 13, 0.335
1, 14, 0.335
1, 15, 0.335
1, 16, 0.33625
1, 17, 0.33875
1, 18, 0.34
1, 19, 0.34
1, 20, 0.34
1, 21, 0.34
1, 22, 0.34
1, 23, 0.34
1, 24, 0.34
1, 25, 0.34
1, 26, 0.34
1, 27, 0.34
1, 28, 0.34
1, 29, 0.34
1, 30, 0.34
1, 31, 0.34
1, 32, 0.34
1, 33, 0.34
1, 34, 0.34
1, 35, 0.34125
1, 36, 0.34125
1, 37, 0.34125
1, 38, 0.3425
1, 39, 0.3425
1, 40, 0.3425
2, 0, 0.0
2, 1, 0.35875
2, 2, 0.4175
2, 3, 0.42625
2, 4, 0.43
2, 5, 0.43375
2, 6, 0.435
2, 7, 0.4375
2, 8, 0.4375
2, 9, 0.44
2, 10, 0.44125
2, 11, 0.44625
2, 12, 0.44625
2, 13, 0.44625
2, 14, 0.44625
2, 15, 0.44625
2, 16, 0.4475
2, 17, 0.4475
2, 18, 0.44875
2, 19, 0.45
2, 20, 0.45
2, 21, 0.45
2, 22, 0.45
2, 23, 0.45
2, 24, 0.45
2, 25, 0.45
2, 26, 0.45
2, 27, 0.45
2, 28, 0.45
2, 29, 0.45
2, 30, 0.45
2, 31, 0.45
2, 32, 0.45
2, 33, 0.45
2, 34, 0.45
2, 35, 0.45125
2, 36, 0.45125
2, 37, 0.45125
2, 38, 0.45125
2, 39, 0.45125
2, 40, 0.45125
3, 0, 0.0
3, 1, 0.42625
3, 2, 0.48375
3, 3, 0.49
3, 4, 0.49625
3, 5, 0.4975
3, 6, 0.49875
3, 7, 0.5
3, 8, 0.50125
3, 9, 0.5025
3, 10, 0.50375
3, 11, 0.51
3, 12, 0.51125
3, 13, 0.51125
3, 14, 0.51125
3, 15, 0.51125
3, 16, 0.5125
3, 17, 0.51375
3, 18, 0.51625
3, 19, 0.5175
3, 20, 0.5175
3, 21, 0.5175
3, 22, 0.5175
3, 23, 0.5175
3, 24, 0.5175
3, 25, 0.5175
3, 26, 0.5175
3, 27, 0.5175
3, 28, 0.5175
3, 29, 0.5175
3, 30, 0.5175
3, 31, 0.5175
3, 32, 0.5175
3, 33, 0.5175
3, 34, 0.5175
3, 35, 0.5175
3, 36, 0.5175
3, 37, 0.5175
3, 38, 0.5175
3, 39, 0.5175
3, 40, 0.5175
4, 0, 0.0
4, 1, 0.4625
4, 2, 0.51375
4, 3, 0.5225
4, 4, 0.5275
4, 5, 0.53
4, 6, 0.53125
4, 7, 0.5325
4, 8, 0.53375
4, 9, 0.535
4, 10, 0.53625
4, 11, 0.54
4, 12, 0.5425
4, 13, 0.5425
4, 14, 0.5425
4, 15, 0.5425
4, 16, 0.5425
4, 17, 0.5425
4, 18, 0.54375
4, 19, 0.545
4, 20, 0.545
4, 21, 0.545
4, 22, 0.545
4, 23, 0.545
4, 24, 0.545
4, 25, 0.545
4, 26, 0.545
4, 27, 0.545
4, 28, 0.545
4, 29, 0.545
4, 30, 0.545
4, 31, 0.545
4, 32, 0.545
4, 33, 0.545
4, 34, 0.545
4, 35, 0.545
4, 36, 0.545
4, 37, 0.545
4, 38, 0.545
4, 39, 0.545
4, 40, 0.545
5, 0, 0.0
5, 1, 0.48625
5, 2, 0.5375
5, 3, 0.545
5, 4, 0.55
5, 5, 0.5525
5, 6, 0.55375
5, 7, 0.555
5, 8, 0.55625
5, 9, 0.5575
5, 10, 0.55875
5, 11, 0.56125
5, 12, 0.56375
5, 13, 0.56375
5, 14, 0.565
5, 15, 0.565
5, 16, 0.565
5, 17, 0.565
5, 18, 0.56625
5, 19, 0.5675
5, 20, 0.5675
5, 21, 0.5675
5, 22, 0.5675
5, 23, 0.5675
5, 24, 0.5675
5, 25, 0.5675
5, 26, 0.5675
5, 27, 0.5675
5, 28, 0.5675
5, 29, 0.5675
5, 30, 0.5675
5, 31, 0.5675
5, 32, 0.5675
5, 33, 0.5675
5, 34, 0.56875
5, 35, 0.56875
5, 36, 0.56875
5, 37, 0.56875
5, 38, 0.56875
5, 39, 0.56875
5, 40, 0.56875
6, 0, 0.0
6, 1, 0.50375
6, 2, 0.5525
6, 3, 0.5575
6, 4, 0.5625
6, 5, 0.565
6, 6, 0.56625
6, 7, 0.5675
6, 8, 0.5675
6, 9, 0.57
6, 10, 0.57125
6, 11, 0.57375
6, 12, 0.575
6, 13, 0.575
6, 14, 0.57625
6, 15, 0.57625
6, 16, 0.57625
6, 17, 0.57625
6, 18, 0.57875
6, 19, 0.58
6, 20, 0.58125
6, 21, 0.58125
6, 22, 0.58125
6, 23, 0.58125
6, 24, 0.58125
6, 25, 0.58125
6, 26, 0.58125
6, 27, 0.58125
6, 28, 0.58125
6, 29, 0.58125
6, 30, 0.58125
6, 31, 0.58125
6, 32, 0.58125
6, 33, 0.58125
6, 34, 0.58125
6, 35, 0.58125
6, 36, 0.58125
6, 37, 0.58125
6, 38, 0.58125
6, 39, 0.58125
6, 40, 0.58125
7, 0, 0.0
7, 1, 0.51875
7, 2, 0.56875
7, 3, 0.57375
7, 4, 0.57875
7, 5, 0.58
7, 6, 0.58125
7, 7, 0.5825
7, 8, 0.5825
7, 9, 0.58375
7, 10, 0.585
7, 11, 0.58875
7, 12, 0.59
7, 13, 0.59
7, 14, 0.59125
7, 15, 0.59125
7, 16, 0.59125
7, 17, 0.59125
7, 18, 0.5925
7, 19, 0.59375
7, 20, 0.595
7, 21, 0.595
7, 22, 0.595
7, 23, 0.595
7, 24, 0.595
7, 25, 0.595
7, 26, 0.595
7, 27, 0.595
7, 28, 0.595
7, 29, 0.595
7, 30, 0.595
7, 31, 0.595
7, 32, 0.595
7, 33, 0.595
7, 34, 0.595
7, 35, 0.595
7, 36, 0.595
7, 37, 0.595
7, 38, 0.595
7, 39, 0.595
7, 40, 0.595
8, 0, 0.0
8, 1, 0.5425
8, 2, 0.59
8, 3, 0.59625
8, 4, 0.59875
8, 5, 0.6
8, 6, 0.60125
8, 7, 0.6025
8, 8, 0.60375
8, 9, 0.605
8, 10, 0.60625
8, 11, 0.60875
8, 12, 0.61
8, 13, 0.61125
8, 14, 0.6125
8, 15, 0.6125
8, 16, 0.6125
8, 17, 0.6125
8, 18, 0.6125
8, 19, 0.61375
8, 20, 0.615
8, 21, 0.615
8, 22, 0.615
8, 23, 0.615
8, 24, 0.615
8, 25, 0.615
8, 26, 0.615
8, 27, 0.615
8, 28, 0.615
8, 29, 0.615
8, 30, 0.615
8, 31, 0.615
8, 32, 0.615
8, 33, 0.615
8, 34, 0.615
8, 35, 0.615
8, 36, 0.615
8, 37, 0.615
8, 38, 0.615
8, 39, 0.615
8, 40, 0.615
9, 0, 0.0
9, 1, 0.5475
9, 2, 0.59375
9, 3, 0.60125
9, 4, 0.6025
9, 5, 0.60375
9, 6, 0.60375
9, 7, 0.605
9, 8, 0.60625
9, 9, 0.6075
9, 10, 0.60875
9, 11, 0.61125
9, 12, 0.6125
9, 13, 0.61375
9, 14, 0.615
9, 15, 0.615
9, 16, 0.615
9, 17, 0.615
9, 18, 0.615
9, 19, 0.61625
9, 20, 0.6175
9, 21, 0.6175
9, 22, 0.6175
9, 23, 0.6175
9, 24, 0.6175
9, 25, 0.6175
9, 26, 0.6175
9, 27, 0.6175
9, 28, 0.6175
9, 29, 0.6175
9, 30, 0.6175
9, 31, 0.6175
9, 32, 0.6175
9, 33, 0.6175
9, 34, 0.6175
9, 35, 0.6175
9, 36, 0.6175
9, 37, 0.6175
9, 38, 0.6175
9, 39, 0.6175
9, 40, 0.6175
10, 0, 0.0
10, 1, 0.56
10, 2, 0.605
10, 3, 0.61125
10, 4, 0.6125
10, 5, 0.6125
10, 6, 0.61375
