Number of exaples: 800
LLM Samples, PP Samples, Pass Rate
1, 0, 0.0
1, 1, 0.51875
1, 2, 0.54125
1, 3, 0.55125
1, 4, 0.56
1, 5, 0.56375
1, 6, 0.5675
1, 7, 0.56875
1, 8, 0.57
1, 9, 0.57
1, 10, 0.57125
1, 11, 0.5725
1, 12, 0.5725
1, 13, 0.575
1, 14, 0.575
1, 15, 0.575
1, 16, 0.57625
1, 17, 0.5775
1, 18, 0.5775
1, 19, 0.5775
1, 20, 0.5775
1, 21, 0.5775
1, 22, 0.5775
1, 23, 0.5775
1, 24, 0.5775
1, 25, 0.5775
1, 26, 0.5775
1, 27, 0.5775
1, 28, 0.5775
1, 29, 0.57875
1, 30, 0.57875
1, 31, 0.57875
1, 32, 0.57875
1, 33, 0.57875
1, 34, 0.57875
1, 35, 0.57875
1, 36, 0.57875
1, 37, 0.57875
1, 38, 0.57875
1, 39, 0.57875
1, 40, 0.57875
2, 0, 0.0
2, 1, 0.6225
2, 2, 0.6425
2, 3, 0.655
2, 4, 0.6575
2, 5, 0.66125
2, 6, 0.66375
2, 7, 0.665
2, 8, 0.665
2, 9, 0.66625
2, 10, 0.66625
2, 11, 0.6675
2, 12, 0.6675
2, 13, 0.66875
2, 14, 0.66875
2, 15, 0.67
2, 16, 0.67125
2, 17, 0.6725
2, 18, 0.67375
2, 19, 0.67375
2, 20, 0.67375
2, 21, 0.67375
2, 22, 0.67375
2, 23, 0.67375
2, 24, 0.67375
2, 25, 0.67375
2, 26, 0.67375
2, 27, 0.67375
2, 28, 0.67375
2, 29, 0.67375
2, 30, 0.67375
2, 31, 0.67375
2, 32, 0.67375
2, 33, 0.67375
2, 34, 0.67375
2, 35, 0.67375
2, 36, 0.67375
2, 37, 0.67375
2, 38, 0.67375
2, 39, 0.67375
2, 40, 0.67375
3, 0, 0.0
3, 1, 0.6675
3, 2, 0.69
3, 3, 0.69875
3, 4, 0.70125
3, 5, 0.70375
3, 6, 0.70375
3, 7, 0.70375
3, 8, 0.70375
3, 9, 0.70375
3, 10, 0.70375
3, 11, 0.705
3, 12, 0.705
3, 13, 0.705
3, 14, 0.705
3, 15, 0.70625
3, 16, 0.70625
3, 17, 0.7075
3, 18, 0.71
3, 19, 0.71
3, 20, 0.71
3, 21, 0.71
3, 22, 0.71
3, 23, 0.71125
3, 24, 0.71125
3, 25, 0.71125
3, 26, 0.71125
3, 27, 0.71125
3, 28, 0.71125
3, 29, 0.71125
3, 30, 0.71125
3, 31, 0.71125
3, 32, 0.71125
3, 33, 0.71125
3, 34, 0.71125
3, 35, 0.71125
3, 36, 0.71125
3, 37, 0.71125
3, 38, 0.71125
3, 39, 0.71125
3, 40, 0.71125
4, 0, 0.0
4, 1, 0.695
4, 2, 0.715
4, 3, 0.72375
4, 4, 0.7275
4, 5, 0.7275
4, 6, 0.7275
4, 7, 0.7275
4, 8, 0.7275
4, 9, 0.7275
4, 10, 0.7275
4, 11, 0.72875
4, 12, 0.73
4, 13, 0.73
4, 14, 0.73
4, 15, 0.73125
4, 16, 0.73125
4, 17, 0.7325
4, 18, 0.735
4, 19, 0.735
4, 20, 0.735
4, 21, 0.735
4, 22, 0.735
4, 23, 0.735
4, 24, 0.735
4, 25, 0.735
4, 26, 0.735
4, 27, 0.735
4, 28, 0.735
4, 29, 0.735
4, 30, 0.735
4, 31, 0.735
4, 32, 0.735
4, 33, 0.735
4, 34, 0.735
4, 35, 0.735
4, 36, 0.735
4, 37, 0.735
4, 38, 0.735
4, 39, 0.735
4, 40, 0.735
5, 0, 0.0
5, 1, 0.72
5, 2, 0.74125
5, 3, 0.7475
5, 4, 0.75125
5, 5, 0.75125
5, 6, 0.75125
5, 7, 0.75125
5, 8, 0.75125
5, 9, 0.75125
5, 10, 0.75125
5, 11, 0.7525
5, 12, 0.755
5, 13, 0.755
5, 14, 0.755
5, 15, 0.75625
5, 16, 0.75625
5, 17, 0.75625
5, 18, 0.75875
5, 19, 0.75875
5, 20, 0.75875
5, 21, 0.75875
5, 22, 0.75875
5, 23, 0.75875
5, 24, 0.75875
5, 25, 0.75875
5, 26, 0.75875
5, 27, 0.75875
5, 28, 0.75875
5, 29, 0.75875
5, 30, 0.75875
5, 31, 0.75875
5, 32, 0.75875
5, 33, 0.75875
5, 34, 0.75875
5, 35, 0.75875
5, 36, 0.75875
5, 37, 0.75875
5, 38, 0.75875
5, 39, 0.75875
5, 40, 0.75875
6, 0, 0.0
6, 1, 0.735
6, 2, 0.75375
6, 3, 0.75875
6, 4, 0.7625
6, 5, 0.7625
6, 6, 0.7625
6, 7, 0.7625
6, 8, 0.7625
6, 9, 0.7625
6, 10, 0.7625
6, 11, 0.76375
6, 12, 0.76625
6, 13, 0.76625
6, 14, 0.76625
6, 15, 0.7675
6, 16, 0.7675
6, 17, 0.7675
6, 18, 0.77
6, 19, 0.77
6, 20, 0.77
6, 21, 0.77
6, 22, 0.77
6, 23, 0.77
6, 24, 0.77
6, 25, 0.77
6, 26, 0.77
6, 27, 0.77
6, 28, 0.77
6, 29, 0.77
6, 30, 0.77
6, 31, 0.77
6, 32, 0.77
6, 33, 0.77
6, 34, 0.77
6, 35, 0.77
6, 36, 0.77
6, 37, 0.77
6, 38, 0.77
6, 39, 0.77
6, 40, 0.77
7, 0, 0.0
7, 1, 0.74875
7, 2, 0.76625
7, 3, 0.77125
7, 4, 0.77375
7, 5, 0.77375
7, 6, 0.77375
7, 7, 0.77375
7, 8, 0.775
7, 9, 0.775
7, 10, 0.775
7, 11, 0.775
7, 12, 0.7775
7, 13, 0.7775
7, 14, 0.7775
7, 15, 0.77875
7, 16, 0.77875
7, 17, 0.77875
7, 18, 0.77875
7, 19, 0.77875
7, 20, 0.77875
7, 21, 0.77875
7, 22, 0.77875
7, 23, 0.77875
7, 24, 0.77875
7, 25, 0.77875
7, 26, 0.77875
7, 27, 0.77875
7, 28, 0.77875
7, 29, 0.77875
7, 30, 0.77875
7, 31, 0.77875
7, 32, 0.77875
7, 33, 0.77875
7, 34, 0.77875
7, 35, 0.77875
7, 36, 0.77875
7, 37, 0.77875
7, 38, 0.77875
7, 39, 0.77875
7, 40, 0.77875
8, 0, 0.0
8, 1, 0.76
8, 2, 0.77875
8, 3, 0.7825
8, 4, 0.785
8, 5, 0.785
8, 6, 0.785
8, 7, 0.785
8, 8, 0.78625
8, 9, 0.78625
8, 10, 0.78625
8, 11, 0.78625
8, 12, 0.78875
8, 13, 0.78875
8, 14, 0.78875
8, 15, 0.79
8, 16, 0.79
8, 17, 0.79
8, 18, 0.79
8, 19, 0.79
8, 20, 0.79
8, 21, 0.79
8, 22, 0.79
8, 23, 0.79
8, 24, 0.79
8, 25, 0.79
8, 26, 0.79
8, 27, 0.79
8, 28, 0.79
8, 29, 0.79
8, 30, 0.79
8, 31, 0.79
8, 32, 0.79
8, 33, 0.79
8, 34, 0.79
8, 35, 0.79
8, 36, 0.79
8, 37, 0.79
8, 38, 0.79
8, 39, 0.79
8, 40, 0.79
9, 0, 0.0
9, 1, 0.76875
9, 2, 0.78375
9, 3, 0.7875
9, 4, 0.79
9, 5, 0.79
9, 6, 0.79
9, 7, 0.79
9, 8, 0.79125
9, 9, 0.79125
9, 10, 0.79125
9, 11, 0.79125
9, 12, 0.7925
9, 13, 0.79375
9, 14, 0.79375
9, 15, 0.795
9, 16, 0.795
9, 17, 0.795
9, 18, 0.795
9, 19, 0.795
9, 20, 0.795
9, 21, 0.795
9, 22, 0.795
9, 23, 0.795
9, 24, 0.795
9, 25, 0.795
9, 26, 0.795
9, 27, 0.795
9, 28, 0.795
9, 29, 0.795
9, 30, 0.795
9, 31, 0.79625
9, 32, 0.79625
9, 33, 0.79625
9, 34, 0.79625
9, 35, 0.79625
9, 36, 0.79625
9, 37, 0.79625
9, 38, 0.79625
9, 39, 0.79625
9, 40, 0.79625
10, 0, 0.0
10, 1, 0.7825
10, 2, 0.79875
10, 3, 0.8025
10, 4, 0.805
10, 5, 0.805
10, 6, 0.805
10, 7, 0.805
10, 8, 0.80625
10, 9, 0.80625
10, 10, 0.80625
10, 11, 0.80625
10, 12, 0.8075
10, 13, 0.80875
10, 14, 0.80875
10, 15, 0.81
10, 16, 0.81
10, 17, 0.81
10, 18, 0.81
10, 19, 0.81
10, 20, 0.81
10, 21, 0.81
10, 22, 0.81
10, 23, 0.81
10, 24, 0.81
10, 25, 0.81
10, 26, 0.81
10, 27, 0.81
10, 28, 0.81
10, 29, 0.81
10, 30, 0.81
10, 31, 0.81125
10, 32, 0.81125
10, 33, 0.81125
10, 34, 0.81125
10, 35, 0.81125
10, 36, 0.81125
10, 37, 0.81125
10, 38, 0.81125
10, 39, 0.81125
10, 40, 0.81125
11, 0, 0.0
11, 1, 0.79125
11, 2, 0.805
11, 3, 0.80875
11, 4, 0.81125
11, 5, 0.8125
11, 6, 0.8125
11, 7, 0.8125
11, 8, 0.81375
11, 9, 0.81375
11, 10, 0.81375
11, 11, 0.81375
11, 12, 0.815
11, 13, 0.81625
11, 14, 0.81625
11, 15, 0.8175
11, 16, 0.8175
11, 17, 0.8175
11, 18, 0.8175
11, 19, 0.8175
11, 20, 0.8175
11, 21, 0.8175
11, 22, 0.8175
11, 23, 0.8175
11, 24, 0.8175
11, 25, 0.8175
11, 26, 0.8175
11, 27, 0.8175
11, 28, 0.8175
11, 29, 0.8175
11, 30, 0.8175
11, 31, 0.81875
11, 32, 0.81875
11, 33, 0.81875
11, 34, 0.82
11, 35, 0.82
11, 36, 0.82
11, 37, 0.82
11, 38, 0.82
11, 39, 0.82
11, 40, 0.82
12, 0, 0.0
12, 1, 0.80375
12, 2, 0.81625
12, 3, 0.82
12, 4, 0.8225
12, 5, 0.82375
12, 6, 0.82375
12, 7, 0.82375
12, 8, 0.82375
12, 9, 0.82375
12, 10, 0.82375
12, 11, 0.82375
12, 12, 0.825
12, 13, 0.825
12, 14, 0.825
12, 15, 0.82625
12, 16, 0.82625
12, 17, 0.82625
12, 18, 0.82625
12, 19, 0.82625
12, 20, 0.82625
12, 21, 0.82625
12, 22, 0.82625
12, 23, 0.82625
12, 24, 0.82625
12, 25, 0.82625
12, 26, 0.82625
12, 27, 0.82625
12, 28, 0.82625
12, 29, 0.82625
12, 30, 0.82625
12, 31, 0.8275
12, 32, 0.8275
12, 33, 0.8275
12, 34, 0.82875
12, 35, 0.82875
12, 36, 0.82875
12, 37, 0.82875
12, 38, 0.82875
12, 39, 0.82875
12, 40, 0.82875
13, 0, 0.0
13, 1, 0.8075
13, 2, 0.82
13, 3, 0.825
13, 4, 0.8275
13, 5, 0.8275
13, 6, 0.8275
13, 7, 0.8275
13, 8, 0.8275
13, 9, 0.8275
13, 10, 0.8275
13, 11, 0.8275
13, 12, 0.82875
13, 13, 0.82875
13, 14, 0.82875
13, 15, 0.83
13, 16, 0.83
13, 17, 0.83
13, 18, 0.83
13, 19, 0.83
13, 20, 0.83
13, 21, 0.83
13, 22, 0.83
13, 23, 0.83
13, 24, 0.83
13, 25, 0.83
13, 26, 0.83
13, 27, 0.83
13, 28, 0.83
13, 29, 0.83
13, 30, 0.83
13, 31, 0.83125
13, 32, 0.83125
13, 33, 0.83125
13, 34, 0.8325
13, 35, 0.8325
13, 36, 0.8325
13, 37, 0.8325
13, 38, 0.8325
13, 39, 0.8325
13, 40, 0.8325
14, 0, 0.0
14, 1, 0.80875
14, 2, 0.82125
14, 3, 0.82625
14, 4, 0.82875
14, 5, 0.82875
14, 6, 0.82875
14, 7, 0.82875
14, 8, 0.82875
14, 9, 0.82875
14, 10, 0.82875
14, 11, 0.82875
14, 12, 0.83
14, 13, 0.83
14, 14, 0.83
14, 15, 0.83125
14, 16, 0.83125
14, 17, 0.83125
14, 18, 0.83125
14, 19, 0.83125
14, 20, 0.83125
14, 21, 0.83125
14, 22, 0.83125
14, 23, 0.83125
14, 24, 0.83125
14, 25, 0.83125
14, 26, 0.83125
14, 27, 0.83125
14, 28, 0.83125
14, 29, 0.83125
14, 30, 0.83125
14, 31, 0.8325
14, 32, 0.8325
14, 33, 0.8325
14, 34, 0.83375
14, 35, 0.83375
14, 36, 0.83375
14, 37, 0.83375
14, 38, 0.83375
14, 39, 0.83375
14, 40, 0.83375
15, 0, 0.0
15, 1, 0.81
15, 2, 0.8225
15, 3, 0.82875
15, 4, 0.83125
