Number of exaples: 800
LLM Samples, PP Samples, Pass Rate
1, 0, 0.0
1, 1, 0.545
1, 2, 0.5675
1, 3, 0.5775
1, 4, 0.58
1, 5, 0.58125
1, 6, 0.58625
1, 7, 0.59
1, 8, 0.59125
1, 9, 0.5925
1, 10, 0.59375
1, 11, 0.59375
1, 12, 0.59375
1, 13, 0.595
1, 14, 0.595
1, 15, 0.595
1, 16, 0.595
1, 17, 0.59625
1, 18, 0.59625
1, 19, 0.59625
1, 20, 0.59625
1, 21, 0.5975
1, 22, 0.5975
1, 23, 0.5975
1, 24, 0.5975
1, 25, 0.59875
1, 26, 0.59875
1, 27, 0.59875
1, 28, 0.59875
1, 29, 0.59875
1, 30, 0.59875
1, 31, 0.59875
1, 32, 0.59875
1, 33, 0.59875
1, 34, 0.59875
1, 35, 0.59875
1, 36, 0.59875
1, 37, 0.59875
1, 38, 0.59875
1, 39, 0.59875
1, 40, 0.59875
2, 0, 0.0
2, 1, 0.63625
2, 2, 0.6625
2, 3, 0.67
2, 4, 0.6725
2, 5, 0.6725
2, 6, 0.67375
2, 7, 0.67625
2, 8, 0.6775
2, 9, 0.6775
2, 10, 0.68
2, 11, 0.68
2, 12, 0.68125
2, 13, 0.6825
2, 14, 0.6825
2, 15, 0.6825
2, 16, 0.6825
2, 17, 0.68375
2, 18, 0.68375
2, 19, 0.68375
2, 20, 0.68375
2, 21, 0.685
2, 22, 0.685
2, 23, 0.685
2, 24, 0.685
2, 25, 0.68625
2, 26, 0.6875
2, 27, 0.6875
2, 28, 0.6875
2, 29, 0.6875
2, 30, 0.6875
2, 31, 0.6875
2, 32, 0.6875
2, 33, 0.6875
2, 34, 0.6875
2, 35, 0.6875
2, 36, 0.6875
2, 37, 0.68875
2, 38, 0.68875
2, 39, 0.68875
2, 40, 0.68875
3, 0, 0.0
3, 1, 0.68625
3, 2, 0.70875
3, 3, 0.71625
3, 4, 0.72125
3, 5, 0.72125
3, 6, 0.72125
3, 7, 0.725
3, 8, 0.725
3, 9, 0.72625
3, 10, 0.72875
3, 11, 0.72875
3, 12, 0.73
3, 13, 0.73125
3, 14, 0.73125
3, 15, 0.73125
3, 16, 0.73125
3, 17, 0.7325
3, 18, 0.7325
3, 19, 0.7325
3, 20, 0.7325
3, 21, 0.73375
3, 22, 0.73375
3, 23, 0.73375
