Number of exaples: 800
LLM Samples, PP Samples, Pass Rate
1, 0, 0.0
1, 1, 0.54125
1, 2, 0.5675
1, 3, 0.57375
1, 4, 0.575
1, 5, 0.5775
1, 6, 0.5775
1, 7, 0.5775
1, 8, 0.57875
1, 9, 0.58
1, 10, 0.58
1, 11, 0.58125
1, 12, 0.58125
1, 13, 0.5825
1, 14, 0.5825
1, 15, 0.5825
1, 16, 0.5825
1, 17, 0.5825
1, 18, 0.58375
1, 19, 0.58375
1, 20, 0.58375
1, 21, 0.58375
1, 22, 0.58375
1, 23, 0.585
1, 24, 0.585
1, 25, 0.585
1, 26, 0.585
1, 27, 0.585
1, 28, 0.585
1, 29, 0.585
1, 30, 0.585
1, 31, 0.585
1, 32, 0.58625
1, 33, 0.58625
1, 34, 0.58625
1, 35, 0.5875
1, 36, 0.58875
1, 37, 0.58875
1, 38, 0.58875
1, 39, 0.58875
1, 40, 0.58875
2, 0, 0.0
2, 1, 0.63
2, 2, 0.65375
2, 3, 0.6575
2, 4, 0.66
2, 5, 0.66125
2, 6, 0.6625
2, 7, 0.6625
2, 8, 0.66375
2, 9, 0.665
2, 10, 0.665
2, 11, 0.665
2, 12, 0.665
2, 13, 0.66625
2, 14, 0.66625
2, 15, 0.66625
2, 16, 0.6675
2, 17, 0.6675
2, 18, 0.66875
2, 19, 0.66875
2, 20, 0.66875
2, 21, 0.66875
2, 22, 0.66875
2, 23, 0.67
2, 24, 0.67
2, 25, 0.67
2, 26, 0.67
2, 27, 0.67
2, 28, 0.67
2, 29, 0.67
2, 30, 0.67
2, 31, 0.67
2, 32, 0.67
2, 33, 0.67
2, 34, 0.67
2, 35, 0.67125
2, 36, 0.67125
2, 37, 0.67125
2, 38, 0.67125
2, 39, 0.67125
2, 40, 0.67125
3, 0, 0.0
3, 1, 0.68125
3, 2, 0.7
3, 3, 0.7025
3, 4, 0.70625
3, 5, 0.7075
3, 6, 0.7075
3, 7, 0.7075
3, 8, 0.7075
3, 9, 0.7075
3, 10, 0.7075
3, 11, 0.7075
3, 12, 0.70875
3, 13, 0.71
3, 14, 0.71
3, 15, 0.71
3, 16, 0.71125
3, 17, 0.71125
3, 18, 0.71125
3, 19, 0.7125
3, 20, 0.7125
3, 21, 0.7125
3, 22, 0.7125
3, 23, 0.7125
3, 24, 0.7125
3, 25, 0.7125
3, 26, 0.7125
3, 27, 0.7125
3, 28, 0.7125
3, 29, 0.7125
3, 30, 0.7125
3, 31, 0.7125
3, 32, 0.7125
3, 33, 0.7125
3, 34, 0.7125
3, 35, 0.71375
3, 36, 0.71375
3, 37, 0.71375
3, 38, 0.71375
3, 39, 0.71375
3, 40, 0.71375
4, 0, 0.0
4, 1, 0.7125
4, 2, 0.725
4, 3, 0.7275
4, 4, 0.73
4, 5, 0.73125
4, 6, 0.73125
4, 7, 0.73125
4, 8, 0.73125
4, 9, 0.7325
4, 10, 0.7325
4, 11, 0.7325
4, 12, 0.73375
4, 13, 0.735
