Number of exaples: 800
LLM Samples, PP Samples, Pass Rate
1, 0, 0.0
1, 1, 0.54
1, 2, 0.56
1, 3, 0.5675
1, 4, 0.57
1, 5, 0.57
1, 6, 0.5725
1, 7, 0.57375
1, 8, 0.575
1, 9, 0.575
1, 10, 0.575
1, 11, 0.575
1, 12, 0.57875
1, 13, 0.58
1, 14, 0.58125
1, 15, 0.5825
1, 16, 0.5825
1, 17, 0.5825
1, 18, 0.58375
1, 19, 0.585
1, 20, 0.585
1, 21, 0.585
1, 22, 0.585
1, 23, 0.585
1, 24, 0.585
1, 25, 0.58625
1, 26, 0.58625
1, 27, 0.58625
1, 28, 0.58625
1, 29, 0.58625
1, 30, 0.58625
1, 31, 0.5875
1, 32, 0.5875
1, 33, 0.5875
1, 34, 0.5875
1, 35, 0.5875
1, 36, 0.5875
1, 37, 0.5875
1, 38, 0.5875
1, 39, 0.5875
1, 40, 0.5875
2, 0, 0.0
2, 1, 0.6275
2, 2, 0.65125
2, 3, 0.6575
2, 4, 0.6575
2, 5, 0.6575
2, 6, 0.6575
2, 7, 0.65875
2, 8, 0.66
2, 9, 0.66
2, 10, 0.66
2, 11, 0.66
2, 12, 0.66125
2, 13, 0.66125
2, 14, 0.66125
2, 15, 0.66125
2, 16, 0.6625
2, 17, 0.6625
2, 18, 0.6625
2, 19, 0.66375
2, 20, 0.665
2, 21, 0.665
2, 22, 0.665
2, 23, 0.665
2, 24, 0.665
2, 25, 0.66625
2, 26, 0.66625
2, 27, 0.66625
2, 28, 0.6675
2, 29, 0.6675
2, 30, 0.6675
2, 31, 0.6675
2, 32, 0.6675
2, 33, 0.6675
2, 34, 0.6675
2, 35, 0.6675
2, 36, 0.6675
2, 37, 0.6675
2, 38, 0.6675
2, 39, 0.6675
2, 40, 0.6675
3, 0, 0.0
3, 1, 0.67375
3, 2, 0.7025
3, 3, 0.705
3, 4, 0.705
3, 5, 0.705
3, 6, 0.705
3, 7, 0.705
3, 8, 0.70625
3, 9, 0.70625
3, 10, 0.70625
3, 11, 0.70625
3, 12, 0.7075
3, 13, 0.7075
3, 14, 0.7075
3, 15, 0.7075
3, 16, 0.7075
3, 17, 0.7075
3, 18, 0.70875
3, 19, 0.71
3, 20, 0.71125
3, 21, 0.71125
3, 22, 0.71125
3, 23, 0.71125
3, 24, 0.71125
3, 25, 0.7125
3, 26, 0.7125
3, 27, 0.7125
3, 28, 0.7125
3, 29, 0.7125
3, 30, 0.7125
3, 31, 0.7125
3, 32, 0.7125
3, 33, 0.7125
3, 34, 0.7125
3, 35, 0.7125
3, 36, 0.7125
3, 37, 0.7125
3, 38, 0.7125
3, 39, 0.7125
3, 40, 0.7125
4, 0, 0.0
4, 1, 0.70125
4, 2, 0.73125
4, 3, 0.73375
4, 4, 0.73375
4, 5, 0.73375
4, 6, 0.73375
4, 7, 0.73375
4, 8, 0.735
4, 9, 0.735
4, 10, 0.73625
4, 11, 0.73625
4, 12, 0.7375
4, 13, 0.7375
4, 14, 0.7375
4, 15, 0.7375
4, 16, 0.7375
4, 17, 0.7375
4, 18, 0.73875
4, 19, 0.74
4, 20, 0.74125
4, 21, 0.74125
4, 22, 0.74125
4, 23, 0.74125
4, 24, 0.74125
4, 25, 0.74125
4, 26, 0.74125
4, 27, 0.74125
4, 28, 0.74125
4, 29, 0.74125
4, 30, 0.74125
4, 31, 0.74125
4, 32, 0.74125
4, 33, 0.74125
4, 34, 0.74125
4, 35, 0.74125
4, 36, 0.74125
4, 37, 0.74125
4, 38, 0.74125
4, 39, 0.74125
4, 40, 0.74125
5, 0, 0.0
5, 1, 0.72875
5, 2, 0.75375
5, 3, 0.75375
5, 4, 0.75375
5, 5, 0.75375
5, 6, 0.75375
5, 7, 0.75375
5, 8, 0.75625
5, 9, 0.75625
5, 10, 0.7575
5, 11, 0.7575
5, 12, 0.75875
5, 13, 0.75875
5, 14, 0.75875
5, 15, 0.75875
5, 16, 0.75875
5, 17, 0.75875
5, 18, 0.76
5, 19, 0.76125
5, 20, 0.76125
5, 21, 0.76125
5, 22, 0.76125
5, 23, 0.76125
5, 24, 0.76125
5, 25, 0.76125
5, 26, 0.76125
5, 27, 0.76125
5, 28, 0.7625
5, 29, 0.7625
5, 30, 0.7625
5, 31, 0.7625
5, 32, 0.7625
5, 33, 0.7625
5, 34, 0.7625
5, 35, 0.7625
5, 36, 0.7625
5, 37, 0.7625
5, 38, 0.7625
5, 39, 0.7625
5, 40, 0.7625
6, 0, 0.0
6, 1, 0.75
6, 2, 0.77625
6, 3, 0.7775
6, 4, 0.77875
6, 5, 0.77875
6, 6, 0.77875
6, 7, 0.77875
6, 8, 0.78125
6, 9, 0.78125
6, 10, 0.78125
6, 11, 0.78125
6, 12, 0.78125
6, 13, 0.78125
6, 14, 0.78125
6, 15, 0.78125
6, 16, 0.78125
6, 17, 0.78125
6, 18, 0.7825
6, 19, 0.78375
6, 20, 0.78375
6, 21, 0.78375
6, 22, 0.785
6, 23, 0.785
6, 24, 0.785
6, 25, 0.785
6, 26, 0.785
6, 27, 0.785
6, 28, 0.78625
6, 29, 0.78625
6, 30, 0.78625
6, 31, 0.78625
6, 32, 0.78625
6, 33, 0.78625
6, 34, 0.78625
6, 35, 0.78625
6, 36, 0.78625
6, 37, 0.78625
6, 38, 0.78625
6, 39, 0.78625
6, 40, 0.78625
7, 0, 0.0
7, 1, 0.75375
7, 2, 0.78
7, 3, 0.78125
7, 4, 0.78375
7, 5, 0.78375
7, 6, 0.78375
7, 7, 0.785
7, 8, 0.78625
7, 9, 0.78625
7, 10, 0.78625
7, 11, 0.78625
7, 12, 0.78625
7, 13, 0.78625
7, 14, 0.78625
7, 15, 0.78625
7, 16, 0.78625
7, 17, 0.78625
7, 18, 0.7875
7, 19, 0.7875
7, 20, 0.7875
7, 21, 0.7875
7, 22, 0.7875
7, 23, 0.7875
7, 24, 0.7875
7, 25, 0.7875
7, 26, 0.7875
7, 27, 0.7875
7, 28, 0.78875
7, 29, 0.78875
7, 30, 0.78875
7, 31, 0.78875
7, 32, 0.78875
7, 33, 0.78875
7, 34, 0.78875
7, 35, 0.78875
7, 36, 0.78875
7, 37, 0.78875
7, 38, 0.78875
7, 39, 0.78875
7, 40, 0.78875
8, 0, 0.0
8, 1, 0.76625
8, 2, 0.78625
8, 3, 0.7875
8, 4, 0.78875
8, 5, 0.78875
8, 6, 0.79
8, 7, 0.79
8, 8, 0.79125
8, 9, 0.79125
8, 10, 0.79125
8, 11, 0.79125
8, 12, 0.79125
8, 13, 0.79125
8, 14, 0.79125
8, 15, 0.79125
8, 16, 0.79125
8, 17, 0.79125
8, 18, 0.7925
8, 19, 0.7925
8, 20, 0.7925
8, 21, 0.7925
8, 22, 0.7925
8, 23, 0.7925
8, 24, 0.7925
8, 25, 0.7925
8, 26, 0.7925
8, 27, 0.7925
8, 28, 0.79375
8, 29, 0.79375
8, 30, 0.79375
8, 31, 0.79375
8, 32, 0.79375
8, 33, 0.79375
8, 34, 0.79375
8, 35, 0.79375
8, 36, 0.79375
8, 37, 0.79375
8, 38, 0.79375
8, 39, 0.79375
8, 40, 0.79375
9, 0, 0.0
9, 1, 0.76875
9, 2, 0.78875
9, 3, 0.79
9, 4, 0.79125
9, 5, 0.79125
9, 6, 0.7925
9, 7, 0.7925
9, 8, 0.79375
9, 9, 0.79375
9, 10, 0.79375
9, 11, 0.79375
9, 12, 0.79375
9, 13, 0.79375
9, 14, 0.79375
9, 15, 0.79375
9, 16, 0.79375
9, 17, 0.79375
9, 18, 0.795
9, 19, 0.795
9, 20, 0.795
9, 21, 0.795
9, 22, 0.795
9, 23, 0.795
9, 24, 0.795
9, 25, 0.795
9, 26, 0.795
9, 27, 0.795
9, 28, 0.79625
9, 29, 0.79625
9, 30, 0.7975
9, 31, 0.7975
9, 32, 0.7975
9, 33, 0.7975
9, 34, 0.7975
9, 35, 0.7975
9, 36, 0.7975
9, 37, 0.7975
9, 38, 0.7975
9, 39, 0.7975
9, 40, 0.7975
10, 0, 0.0
10, 1, 0.78
10, 2, 0.7975
10, 3, 0.79875
