Number of examples: 1319
1, 0, 0.8097043214556482
1, 1, 0.8233510235026535
1, 2, 0.8256254738438211
1, 3, 0.8294162244124337
1, 4, 0.8309325246398787
1, 5, 0.8309325246398787
1, 6, 0.8309325246398787
1, 7, 0.8309325246398787
1, 8, 0.8316906747536013
1, 9, 0.8316906747536013
1, 10, 0.8324488248673237
1, 11, 0.8332069749810462
1, 12, 0.8332069749810462
1, 13, 0.8332069749810462
1, 14, 0.8332069749810462
1, 15, 0.8332069749810462
1, 16, 0.8332069749810462
1, 17, 0.8354814253222138
1, 18, 0.8377558756633814
1, 19, 0.8377558756633814
1, 20, 0.8377558756633814
1, 21, 0.8377558756633814
1, 22, 0.8377558756633814
1, 23, 0.8377558756633814
1, 24, 0.8377558756633814
1, 25, 0.8377558756633814
1, 26, 0.8377558756633814
1, 27, 0.8385140257771039
1, 28, 0.8385140257771039
1, 29, 0.8385140257771039
1, 30, 0.8385140257771039
1, 31, 0.8392721758908264
1, 32, 0.8392721758908264
1, 33, 0.8392721758908264
1, 34, 0.8392721758908264
1, 35, 0.8392721758908264
1, 36, 0.8392721758908264
1, 37, 0.8392721758908264
1, 38, 0.8392721758908264
1, 39, 0.8392721758908264
1, 40, 0.8392721758908264
2, 0, 0.869598180439727
2, 1, 0.8802122820318423
2, 2, 0.8832448824867324
2, 3, 0.8862774829416225
2, 4, 0.8870356330553449
2, 5, 0.8877937831690674
2, 6, 0.8877937831690674
2, 7, 0.88855193328279
2, 8, 0.88855193328279
2, 9, 0.88855193328279
2, 10, 0.8893100833965125
2, 11, 0.890068233510235
2, 12, 0.890068233510235
2, 13, 0.890068233510235
2, 14, 0.890068233510235
2, 15, 0.8908263836239575
2, 16, 0.8908263836239575
2, 17, 0.8931008339651251
2, 18, 0.8938589840788476
2, 19, 0.8953752843062927
2, 20, 0.8953752843062927
2, 21, 0.8953752843062927
2, 22, 0.8961334344200151
2, 23, 0.8961334344200151
2, 24, 0.8961334344200151
2, 25, 0.8961334344200151
2, 26, 0.8961334344200151
2, 27, 0.8968915845337376
2, 28, 0.8968915845337376
